姓名,分类,主分类,可信度,出现次数,相关出现,涉及书数,涉及章节数,主要书目,线索
洪秀全,政治人物 / 宗教人物 / 神交引用,政治人物,47,1,1,1,1,胡适研究(1),传记、历史上
海涅,诗文出处 / 历史类比引用 / 神交引用,诗文出处,47,1,1,1,1,胡适研究(1),文星、诗、像
潘公展,媒体 / 政治人物 / 历史类比引用 / 神交引用,媒体,47,1,1,1,1,胡适研究(1),见、国民党
王云五,出版 / 政治人物,出版,47,1,1,1,1,胡适研究(1),论文、文学
章太炎,学术 / 诗文出处 / 出版 / 政治异议者 / 公共论战 / 历史类比引用,学术,47,1,1,1,1,胡适研究(1),序
胡林翼,政治人物 / 军事人物 / 学术 / 神交引用,政治人物,47,1,1,1,1,胡适研究(1),传记、历史上
邓广铭,学术 / 公共论战,学术,47,1,1,1,1,胡适研究(1),北大
郭嵩焘,政治人物 / 学术 / 神交引用,政治人物,47,1,1,1,1,胡适研究(1),传记、历史上
周伯伦,政治人物 / 媒体 / 诉讼 / 公共论战 / 见面,政治人物,46,1,1,1,1,胡适研究(1),政治、思想
周若木,出版 / 公共论战,出版,46,1,1,1,1,胡适研究(1),批评
唐僧,宗教人物 / 历史类比引用 / 虚拟人物 / 神交引用,宗教人物,46,1,1,1,1,胡适研究(1),
培根,学术 / 神交引用,学术,46,1,1,1,1,胡适研究(1),哲学、主义、像
墨索里尼,政治人物 / 公共论战 / 历史类比引用,政治人物,46,1,1,1,1,胡适研究(1),政治
孔乙己,虚拟人物,虚拟人物,46,1,1,1,1,胡适研究(1),
孙传芳,军事人物 / 神交引用,军事人物,46,1,1,1,1,胡适研究(1),批评
李政道,科学家 / 学术 / 历史类比引用 / 公共论战,科学家,46,1,1,1,1,胡适研究(1),批评
杨振宁,科学家 / 历史类比引用 / 神交引用,科学家,46,1,1,1,1,胡适研究(1),批评、文学
顾孟余,政治人物 / 学术 / 公共论战 / 神交引用,政治人物,46,1,1,1,1,胡适研究(1),政治、哲学
马寅初,学术 / 政治人物 / 公共论战 / 神交引用,学术,46,1,1,1,1,胡适研究(1),政治、哲学
陆游,诗文出处 / 历史类比引用 / 神交引用,诗文出处,45,1,1,1,1,胡适研究(1),诗、文学
乾隆,历史类比引用 / 政治人物 / 神交引用,历史类比引用,44,1,1,1,1,胡适研究(1),文学
宋真宗,政治人物 / 历史类比引用 / 神交引用,政治人物,44,1,1,1,1,胡适研究(1),读
林纾,学术 / 诗文出处 / 出版 / 历史类比引用 / 神交引用,学术,44,1,1,1,1,胡适研究(1),文学
张之洞,历史类比引用 / 政治人物 / 学术 / 出版 / 神交引用,历史类比引用,42,1,1,1,1,胡适研究(1),
玄女,宗教人物 / 神交引用,宗教人物,42,1,1,1,1,胡适研究(1),
陈怀琪,诗文出处 / 诉讼 / 出版管制 / 历史类比引用,诗文出处,42,1,1,1,1,胡适研究(1),
陈衡哲,诗文出处 / 学术 / 公共论战 / 历史类比引用,诗文出处,42,1,1,1,1,胡适研究(1),
黄帝,政治人物 / 宗教人物 / 历史类比引用 / 神交引用,政治人物,42,1,1,1,1,胡适研究(1),
